# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 108-Hs-276
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  138      1.73109E-01      2.60242E+02      9.61544E+00
  139      1.77029E-01      2.60778E+02      9.33997E+00
  140      1.76610E-01      2.60591E+02      9.24880E+00
  141      1.54998E-01      2.60335E+02      9.32335E+00
  142      9.00823E-02      2.59571E+02      9.75649E+00
  143      5.61087E-02      2.58419E+02      1.01584E+01
  144      3.63518E-02      2.57909E+02      1.00909E+01
  145      2.43303E-02      2.55727E+02      1.18673E+01
  146      1.88423E-02      2.52235E+02      1.53030E+01
  147      1.06886E-02      2.39920E+02      2.56614E+01
  148      6.32432E-03      2.25555E+02      2.69611E+01
  149      4.59950E-03      2.24550E+02      2.88792E+01
  150      4.46884E-03      2.23415E+02      2.72714E+01
  151      3.58030E-03      2.20511E+02      2.53638E+01
  152      3.39736E-03      2.20859E+02      2.69356E+01
  153      3.13603E-03      2.16174E+02      2.10432E+01
  154      2.90082E-03      2.14992E+02      1.89204E+01
  155      3.05762E-03      2.12184E+02      2.25115E+01
  156      3.37123E-03      2.15523E+02      9.55206E+00
  157      3.34509E-03      2.14107E+02      1.48806E+01
  158      3.84163E-03      2.15264E+02      1.05040E+01
  159      3.24056E-03      2.13930E+02      1.40518E+01
  160      2.61335E-03      2.14247E+02      1.79985E+01
  161      3.21443E-03      2.13750E+02      1.18701E+01
  162      3.44963E-03      2.14295E+02      1.29559E+01
  163      3.10989E-03      2.10163E+02      1.27662E+01
  164      2.22135E-03      2.11472E+02      1.27348E+01
  165      2.11682E-03      2.14541E+02      2.07885E+01
  166      1.67255E-03      2.12596E+02      1.67070E+01
  167      1.17601E-03      2.14056E+02      2.05235E+01
  168      1.46348E-03      2.14936E+02      2.34369E+01
  169      9.40808E-04      2.10788E+02      1.69070E+01
  170      6.53339E-04      2.09888E+02      1.56571E+01
  171      8.10140E-04      2.10965E+02      1.81742E+01
  172      5.74938E-04      2.16719E+02      1.90698E+01
  173      5.74938E-04      2.01741E+02      2.00666E+01
  174      4.18137E-04      2.08534E+02      1.28913E+01
  175      3.65870E-04      2.07990E+02      1.18466E+01
  176      4.18137E-04      2.06232E+02      1.16861E+01
  177      3.39736E-04      2.02863E+02      1.08168E+01
  178      2.61335E-04      1.99577E+02      1.55112E+01
  179      3.39736E-04      2.07755E+02      1.46550E+01
  180      2.61335E-04      1.96069E+02      1.37367E+01
  181      5.22671E-05      2.08008E+02      1.00000E+01
  182      2.61335E-05      2.08068E+02      1.00000E+01
  183      1.30668E-04      1.90446E+02      1.27631E+01
  184      1.04534E-04      2.08112E+02      1.00000E+01
  186      5.22671E-05      2.08025E+02      1.00000E+01
  187      7.84006E-05      2.07921E+02      1.00000E+01
  189      7.84006E-05      2.07567E+02      1.00000E+01
  190      7.84006E-05      2.07306E+02      1.00000E+01
  191      7.84006E-05      2.06983E+02      1.00000E+01
  192      1.56801E-04      2.15576E+02      1.13912E+01
  193      1.04534E-04      2.06119E+02      1.00000E+01
  194      1.82935E-04      2.01801E+02      1.32579E+01
  195      3.13603E-04      2.04522E+02      1.36043E+01
  196      4.18137E-04      2.03873E+02      1.34340E+01
  197      3.65870E-04      2.03094E+02      1.60976E+01
  198      3.92003E-04      2.06721E+02      1.00754E+01
  199      6.01071E-04      2.01847E+02      2.40863E+01
  200      5.22671E-04      1.98777E+02      1.47238E+01
  201      7.57873E-04      1.99843E+02      1.16642E+01
  202      7.84006E-04      1.89401E+02      2.13892E+01
  203      1.04534E-03      1.93243E+02      1.17945E+01
  204      3.92003E-04      1.90825E+02      1.24833E+01
  205      7.57873E-04      1.90423E+02      1.48298E+01
  206      8.36273E-04      1.86156E+02      1.26504E+01
  207      5.74938E-04      1.83776E+02      1.47773E+01
  208      2.35202E-04      1.79825E+02      8.42062E+00
  209      2.35202E-04      1.71286E+02      1.07365E+01
  210      7.84006E-05      1.73057E+02      1.00000E+01
  211      1.30668E-04      1.64954E+02      2.02967E+01
  212      2.61335E-05      1.62889E+02      1.00000E+01
