# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 96-Cm-250
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  125      4.57561E-04      1.57465E+02      1.00000E+01
  126      9.15122E-04      1.63320E+02      1.00000E+01
  127      4.57561E-04      1.68886E+02      1.00000E+01
  128      1.14390E-03      1.65002E+02      1.52239E+01
  130      3.20293E-03      1.83955E+02      1.77759E+01
  131      3.43171E-03      1.92237E+02      1.51054E+01
  132      1.25829E-02      1.89599E+02      1.65028E+01
  133      3.13429E-02      1.91030E+02      8.19461E+00
  134      3.66049E-02      1.90555E+02      7.01139E+00
  135      5.58225E-02      1.90429E+02      7.15395E+00
  136      7.61839E-02      1.91516E+02      6.56098E+00
  137      1.27888E-01      1.89777E+02      8.11897E+00
  138      1.35667E-01      1.89520E+02      7.32146E+00
  139      1.09357E-01      1.89238E+02      7.44457E+00
  140      8.89957E-02      1.88624E+02      8.09536E+00
  141      6.93205E-02      1.87039E+02      7.43484E+00
  142      6.52025E-02      1.86326E+02      7.32026E+00
  143      4.30108E-02      1.86065E+02      9.04989E+00
  144      2.15054E-02      1.86085E+02      8.97503E+00
  145      1.87600E-02      1.84693E+02      7.28624E+00
  146      1.50995E-02      1.83786E+02      8.19922E+00
  147      9.15122E-03      1.83676E+02      9.16902E+00
  148      1.02951E-02      1.81647E+02      9.42975E+00
  149      4.57561E-03      1.83140E+02      8.15340E+00
  150      4.80439E-03      1.81084E+02      1.05675E+01
  151      4.57561E-03      1.80400E+02      9.52361E+00
  152      4.34683E-03      1.84257E+02      9.37159E+00
  153      5.94830E-03      1.75958E+02      8.95646E+00
  154      4.34683E-03      1.79157E+02      1.54538E+01
  155      3.43171E-03      1.77975E+02      1.09725E+01
  156      4.80439E-03      1.82328E+02      2.14028E+01
  157      5.03317E-03      1.76801E+02      1.97977E+01
  158      4.57561E-03      1.77394E+02      9.56433E+00
  159      4.34683E-03      1.74112E+02      4.75720E+00
  160      3.20293E-03      1.76600E+02      9.10508E+00
  161      1.14390E-03      1.72058E+02      6.34807E+00
  162      2.05903E-03      1.67744E+02      1.00587E+01
  163      1.14390E-03      1.76997E+02      7.03508E+00
  164      1.60146E-03      1.71055E+02      1.50260E+01
  165      4.57561E-04      1.67722E+02      1.00000E+01
  166      1.14390E-03      1.66917E+02      8.91463E+00
  167      4.57561E-04      1.65884E+02      1.00000E+01
  168      2.28781E-04      1.64965E+02      1.00000E+01
  169      1.14390E-03      1.65442E+02      8.72558E+00
  170      2.28781E-04      1.63127E+02      1.00000E+01
