# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 120-120-302
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  151      2.75558E-02      2.86482E+02      2.21396E+01
  152      3.06538E-02      2.86417E+02      1.61542E+01
  153      3.25289E-02      2.89145E+02      1.52441E+01
  154      3.76651E-02      2.88455E+02      1.65236E+01
  155      3.53824E-02      2.88749E+02      1.63594E+01
  156      3.49747E-02      2.87753E+02      1.41806E+01
  157      3.48932E-02      2.87627E+02      1.61988E+01
  158      3.67683E-02      2.90103E+02      1.54124E+01
  159      4.06000E-02      2.89951E+02      1.41918E+01
  160      3.82358E-02      2.88818E+02      1.29217E+01
  161      2.98386E-02      2.88185E+02      1.50543E+01
  162      2.24197E-02      2.89578E+02      1.41185E+01
  163      1.87510E-02      2.90286E+02      1.88974E+01
  164      1.78542E-02      2.88591E+02      1.57367E+01
  165      1.54900E-02      2.87263E+02      2.23275E+01
  166      1.32888E-02      2.83079E+02      1.88089E+01
  167      5.54378E-03      2.85748E+02      3.57662E+01
  168      5.70683E-03      2.77173E+02      2.20781E+01
  169      4.56547E-03      2.70767E+02      1.97084E+01
  170      4.07631E-03      2.64567E+02      2.10899E+01
  171      3.83173E-03      2.76232E+02      2.12926E+01
  172      3.26105E-03      2.66764E+02      2.53810E+01
  173      4.07631E-03      2.63587E+02      3.14301E+01
  174      4.72852E-03      2.63454E+02      2.05800E+01
  175      3.75020E-03      2.51975E+02      3.11882E+01
  176      3.75020E-03      2.48093E+02      3.37857E+01
  177      4.32089E-03      2.52161E+02      3.45841E+01
  178      3.99478E-03      2.53919E+02      1.86445E+01
  179      4.48394E-03      2.51708E+02      1.73436E+01
  180      3.91326E-03      2.55864E+02      2.94680E+01
  181      4.72852E-03      2.54381E+02      3.09782E+01
  182      4.97310E-03      2.51094E+02      1.99884E+01
  183      3.99478E-03      2.49670E+02      1.88677E+01
  184      5.46225E-03      2.53612E+02      2.16139E+01
  185      4.72852E-03      2.56946E+02      2.09428E+01
  186      5.62531E-03      2.56183E+02      3.63831E+01
  187      6.19599E-03      2.68827E+02      3.87995E+01
  188      5.70683E-03      2.63812E+02      1.96759E+01
  189      6.44057E-03      2.66062E+02      2.35949E+01
  190      6.19599E-03      2.73603E+02      2.55986E+01
  191      8.15262E-03      2.75446E+02      2.62212E+01
  192      7.66346E-03      2.70927E+02      2.09523E+01
  193      1.08430E-02      2.72182E+02      1.97866E+01
  194      9.94619E-03      2.68248E+02      1.75692E+01
  195      1.19843E-02      2.71587E+02      1.59221E+01
  196      1.35333E-02      2.70030E+02      1.24965E+01
  197      1.35333E-02      2.70600E+02      1.99288E+01
  198      1.62237E-02      2.68254E+02      1.41386E+01
  199      1.72020E-02      2.69217E+02      1.38844E+01
  200      1.95663E-02      2.69226E+02      1.45797E+01
  201      2.49470E-02      2.65568E+02      1.32335E+01
  202      2.45394E-02      2.67863E+02      1.29305E+01
  203      2.68221E-02      2.66177E+02      1.22952E+01
  204      2.42948E-02      2.64110E+02      1.28193E+01
  205      2.66591E-02      2.66752E+02      1.27053E+01
  206      3.06538E-02      2.63572E+02      1.41320E+01
  207      2.91864E-02      2.62832E+02      1.45917E+01
  208      3.08984E-02      2.59656E+02      1.39965E+01
  209      2.16860E-02      2.56956E+02      1.49770E+01
  210      1.44301E-02      2.56864E+02      1.62655E+01
  211      1.08430E-02      2.55053E+02      2.55453E+01
  212      8.07109E-03      2.49519E+02      2.38206E+01
  213      7.17430E-03      2.42763E+02      2.04205E+01
  214      5.21767E-03      2.51415E+02      3.18440E+01
  215      2.20121E-03      2.41988E+02      1.84221E+01
  216      9.78314E-04      2.29731E+02      1.98795E+01
  217      5.70683E-04      2.43180E+02      1.07945E+01
  218      4.07631E-04      2.37019E+02      7.66246E+00
  219      4.07631E-04      2.41931E+02      1.40885E+01
  220      1.63052E-04      2.23559E+02      1.00000E+01
  221      8.15262E-05      2.19096E+02      1.00000E+01
  222      8.15262E-05      2.14460E+02      1.00000E+01
  223      8.15262E-05      2.09660E+02      1.00000E+01
