# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 114-Fl-280
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  140      1.04038E-01      2.72144E+02      1.69165E+01
  141      1.03880E-01      2.73806E+02      1.82952E+01
  142      1.04038E-01      2.72462E+02      1.83216E+01
  143      1.02534E-01      2.71620E+02      1.73081E+01
  144      8.15519E-02      2.68746E+02      1.89194E+01
  145      6.87253E-02      2.69322E+02      1.58163E+01
  146      5.66904E-02      2.68579E+02      1.83407E+01
  147      5.01188E-02      2.66065E+02      1.93837E+01
  148      4.24386E-02      2.65045E+02      1.66151E+01
  149      3.35709E-02      2.63671E+02      1.72331E+01
  150      2.58907E-02      2.61583E+02      1.83912E+01
  151      2.31196E-02      2.60549E+02      1.76405E+01
  152      1.73397E-02      2.59588E+02      2.02500E+01
  153      1.70230E-02      2.57932E+02      2.09371E+01
  154      1.47268E-02      2.53874E+02      2.08109E+01
  155      1.27474E-02      2.54462E+02      2.13615E+01
  156      1.25891E-02      2.49831E+02      1.90156E+01
  157      1.00554E-02      2.54913E+02      2.60048E+01
  158      9.18448E-03      2.48290E+02      2.76905E+01
  159      9.89707E-03      2.47405E+02      3.05528E+01
  160      9.89707E-03      2.45224E+02      2.06996E+01
  161      9.34283E-03      2.43396E+02      1.88806E+01
  162      7.83848E-03      2.46317E+02      2.19204E+01
  163      7.60095E-03      2.40021E+02      2.10156E+01
  164      7.36342E-03      2.39240E+02      1.50366E+01
  165      6.01742E-03      2.37100E+02      3.53460E+01
  166      3.80048E-03      2.34056E+02      2.32086E+01
  167      4.35471E-03      2.32183E+02      3.01118E+01
  168      3.48377E-03      2.38335E+02      2.71861E+01
  169      2.37530E-03      2.31362E+02      1.43463E+01
  170      3.32542E-03      2.32736E+02      1.55909E+01
  171      2.29612E-03      2.31601E+02      1.39368E+01
  172      2.45447E-03      2.38123E+02      1.71613E+01
  173      1.58353E-03      2.35004E+02      1.73585E+01
  174      1.18765E-03      2.35245E+02      1.42605E+01
  175      1.18765E-03      2.34468E+02      1.31526E+01
  176      5.54236E-04      2.29137E+02      1.77157E+01
  177      1.10847E-03      2.36215E+02      2.05277E+01
  178      7.91766E-04      2.30070E+02      6.28862E+00
  179      7.12589E-04      2.31834E+02      1.96677E+01
  180      3.95883E-04      2.28540E+02      3.86094E+00
  181      3.95883E-04      2.28414E+02      1.31819E+01
  182      2.37530E-04      2.30966E+02      1.00000E+01
  183      7.12589E-04      2.31481E+02      1.33936E+01
  184      3.16706E-04      2.30902E+02      1.00000E+01
  186      1.58353E-04      2.30795E+02      1.00000E+01
  187      7.91766E-05      2.30703E+02      1.00000E+01
  188      1.58353E-04      2.30572E+02      1.00000E+01
  189      3.16706E-04      2.30394E+02      1.00000E+01
  190      1.58353E-04      2.30160E+02      1.00000E+01
  191      1.58353E-04      2.29860E+02      1.00000E+01
  192      3.16706E-04      2.29486E+02      1.00000E+01
  193      1.58353E-04      2.29030E+02      1.00000E+01
  194      3.95883E-04      2.34013E+02      1.83726E+01
  195      1.58353E-04      2.27841E+02      1.00000E+01
  196      2.37530E-04      2.27093E+02      1.00000E+01
  197      8.70942E-04      2.24858E+02      1.62370E+01
  198      8.70942E-04      2.29343E+02      1.81339E+01
  199      4.75059E-04      2.24711E+02      4.83659E+00
  200      5.54236E-04      2.25442E+02      1.00036E+01
  201      1.58353E-04      2.21617E+02      1.00000E+01
  202      1.50435E-03      2.25844E+02      2.17088E+01
  203      1.18765E-03      2.14100E+02      1.60484E+01
  204      1.26683E-03      2.18259E+02      1.63035E+01
  205      1.18765E-03      2.13474E+02      1.09125E+01
  206      1.42518E-03      2.11774E+02      1.50790E+01
  207      1.74188E-03      2.13669E+02      1.60014E+01
  208      1.66271E-03      2.06542E+02      1.85859E+01
  209      1.58353E-03      2.03119E+02      1.47168E+01
  210      1.82106E-03      2.00495E+02      1.53118E+01
  211      5.54236E-04      2.09502E+02      1.18386E+01
  212      5.54236E-04      1.99515E+02      1.03449E+01
  213      3.95883E-04      1.89359E+02      9.36096E+00
  214      3.16706E-04      1.94540E+02      1.00000E+01
  219      7.91766E-05      1.83279E+02      1.00000E+01
