# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 104-Rf-256
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  128      6.50163E-03      2.15982E+02      2.42938E+01
  129      9.62741E-03      2.27037E+02      2.18721E+01
  130      9.50238E-03      2.29244E+02      2.06380E+01
  131      1.06277E-02      2.27889E+02      1.68022E+01
  132      1.10028E-02      2.28446E+02      1.88189E+01
  133      1.60040E-02      2.29635E+02      3.13235E+01
  134      1.80045E-02      2.31387E+02      2.07912E+01
  135      2.91323E-02      2.25898E+02      1.86979E+01
  136      3.55089E-02      2.26833E+02      1.71435E+01
  137      4.00100E-02      2.25070E+02      1.69270E+01
  138      5.15129E-02      2.23419E+02      1.46086E+01
  139      6.22656E-02      2.21955E+02      1.40643E+01
  140      8.11453E-02      2.19274E+02      1.37915E+01
  141      8.93973E-02      2.16966E+02      1.23701E+01
  142      8.46462E-02      2.14147E+02      1.17134E+01
  143      6.98925E-02      2.14347E+02      1.14126E+01
  144      6.67667E-02      2.13197E+02      1.16159E+01
  145      6.67667E-02      2.11541E+02      1.14452E+01
  146      5.81395E-02      2.11566E+02      1.13293E+01
  147      3.23831E-02      2.09583E+02      1.12268E+01
  148      2.88822E-02      2.12204E+02      1.15390E+01
  149      2.37559E-02      2.08774E+02      1.06513E+01
  150      1.75044E-02      2.10757E+02      1.17279E+01
  151      1.50038E-02      2.11116E+02      9.03021E+00
  152      1.05026E-02      2.05433E+02      1.70922E+01
  153      7.75194E-03      2.10427E+02      2.09751E+01
  154      7.00175E-03      2.08327E+02      1.35223E+01
  155      6.87672E-03      2.14706E+02      1.78076E+01
  156      6.12653E-03      2.13920E+02      1.48446E+01
  157      5.62641E-03      2.07228E+02      1.12221E+01
  158      4.12603E-03      2.11457E+02      1.12025E+01
  159      3.50088E-03      2.03249E+02      2.09722E+01
  160      3.25081E-03      2.03435E+02      1.77959E+01
  161      3.50088E-03      2.03296E+02      1.94719E+01
  162      2.25056E-03      2.03242E+02      1.09482E+01
  163      1.75044E-03      2.06412E+02      1.63035E+01
  164      1.00025E-03      2.00519E+02      6.53809E+00
  165      7.50188E-04      1.97930E+02      1.56230E+01
  166      3.75094E-04      1.94409E+02      1.00000E+01
  167      8.75219E-04      1.96613E+02      4.00145E+00
  169      1.25031E-04      1.87212E+02      1.00000E+01
  170      2.50063E-04      1.84983E+02      1.00000E+01
  173      1.25031E-04      1.80206E+02      1.00000E+01
  175      1.25031E-04      1.79937E+02      1.00000E+01
  176      1.25031E-04      1.81152E+02      1.00000E+01
