# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 118-Og-302
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  151      2.41914E-02      2.80567E+02      2.75652E+01
  152      2.56377E-02      2.80985E+02      1.32016E+01
  153      3.02393E-02      2.78542E+02      1.46488E+01
  154      3.37891E-02      2.80014E+02      1.32766E+01
  155      3.31317E-02      2.78580E+02      1.24128E+01
  156      3.23429E-02      2.80314E+02      1.23046E+01
  157      3.56298E-02      2.79570E+02      1.90882E+01
  158      3.81278E-02      2.80107E+02      1.39295E+01
  159      4.36498E-02      2.79455E+02      1.14052E+01
  160      4.39127E-02      2.81012E+02      1.25885E+01
  161      3.53668E-02      2.79272E+02      1.26970E+01
  162      2.86616E-02      2.81307E+02      1.27523E+01
  163      2.34026E-02      2.79558E+02      1.28889E+01
  164      2.22193E-02      2.78662E+02      1.21629E+01
  165      2.09045E-02      2.76990E+02      1.50551E+01
  166      1.17013E-02      2.79708E+02      2.83768E+01
  167      6.31081E-03      2.77298E+02      2.34445E+01
  168      7.62556E-03      2.65442E+02      2.02198E+01
  169      4.20720E-03      2.64366E+02      2.26619E+01
  170      3.94425E-03      2.59298E+02      2.40239E+01
  171      3.68130E-03      2.53234E+02      2.23207E+01
  172      3.68130E-03      2.53998E+02      2.19106E+01
  173      2.36655E-03      2.54025E+02      2.35069E+01
  174      4.73311E-03      2.49839E+02      2.61197E+01
  175      3.02393E-03      2.51080E+02      1.73719E+01
  176      3.68130E-03      2.47143E+02      2.56582E+01
  177      3.02393E-03      2.49189E+02      1.16423E+01
  178      4.33868E-03      2.40643E+02      1.57070E+01
  179      3.94425E-03      2.49275E+02      3.27004E+01
  180      3.15540E-03      2.47586E+02      1.82285E+01
  181      3.41835E-03      2.46678E+02      1.96344E+01
  182      5.25901E-03      2.41401E+02      2.08807E+01
  183      6.57376E-03      2.41495E+02      2.10588E+01
  184      4.86458E-03      2.40634E+02      1.97829E+01
  185      5.25901E-03      2.49941E+02      4.12762E+01
  186      6.57376E-03      2.52069E+02      1.70234E+01
  187      4.20720E-03      2.55496E+02      1.73969E+01
  188      5.65343E-03      2.48990E+02      3.81095E+01
  189      7.23113E-03      2.62118E+02      3.20670E+01
  190      6.83671E-03      2.58420E+02      1.89001E+01
  191      7.23113E-03      2.62569E+02      2.56642E+01
  192      9.72916E-03      2.67077E+02      2.10734E+01
  193      1.01236E-02      2.63995E+02      1.38304E+01
  194      1.15698E-02      2.59704E+02      1.50499E+01
  195      1.30160E-02      2.63270E+02      1.84223E+01
  196      1.38049E-02      2.57229E+02      1.74222E+01
  197      1.35419E-02      2.62641E+02      1.19973E+01
  198      1.73547E-02      2.61446E+02      1.56089E+01
  199      1.73547E-02      2.61130E+02      1.85550E+01
  200      1.94583E-02      2.58546E+02      1.49046E+01
  201      2.32711E-02      2.56181E+02      1.39169E+01
  202      2.78727E-02      2.58523E+02      1.24722E+01
  203      2.86616E-02      2.60705E+02      1.21266E+01
  204      2.37970E-02      2.57020E+02      1.21439E+01
  205      2.37970E-02      2.57807E+02      1.64327E+01
  206      2.69524E-02      2.56993E+02      1.37352E+01
  207      2.90560E-02      2.53389E+02      1.16640E+01
  208      2.66895E-02      2.50892E+02      1.56831E+01
  209      1.72232E-02      2.47126E+02      1.68325E+01
  210      1.32790E-02      2.48587E+02      2.03503E+01
  211      1.09124E-02      2.46674E+02      2.46653E+01
  212      6.96818E-03      2.38760E+02      1.75087E+01
  213      5.39048E-03      2.27289E+02      3.33044E+01
  214      2.76098E-03      2.33616E+02      1.54227E+01
  215      1.44623E-03      2.35063E+02      1.09118E+01
  216      7.88851E-04      2.41641E+02      9.32702E+00
  217      6.57376E-04      2.42205E+02      8.54822E+00
  218      1.31475E-04      2.29898E+02      1.00000E+01
  220      5.25901E-04      2.23330E+02      1.00000E+01
  225      1.31475E-04      2.03634E+02      1.00000E+01
