# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 94-Pu-262
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  131      1.41652E-01      2.06886E+02      7.10160E+00
  132      1.48729E-01      2.06625E+02      7.05112E+00
  133      1.56786E-01      2.07042E+02      6.94723E+00
  134      1.37297E-01      2.06664E+02      6.92667E+00
  135      8.31836E-02      2.05977E+02      7.31281E+00
  136      5.56372E-02      2.05189E+02      7.55527E+00
  137      4.73080E-02      2.01353E+02      1.51128E+01
  138      3.71822E-02      1.91388E+02      2.17456E+01
  139      3.47869E-02      1.85660E+02      1.83007E+01
  140      2.20480E-02      1.78701E+02      8.66284E+00
  141      1.57875E-02      1.78102E+02      8.25635E+00
  142      1.43720E-02      1.76483E+02      7.44914E+00
  143      1.11601E-02      1.75136E+02      7.94814E+00
  144      1.02891E-02      1.75629E+02      8.50543E+00
  145      7.40378E-03      1.75002E+02      8.67098E+00
  146      6.09723E-03      1.75765E+02      9.78025E+00
  147      6.20611E-03      1.73900E+02      8.89935E+00
  148      4.57292E-03      1.71640E+02      1.03495E+01
  149      4.68180E-03      1.72790E+02      8.51391E+00
  150      2.83086E-03      1.69413E+02      9.20670E+00
  151      2.50422E-03      1.72237E+02      8.49485E+00
  152      2.99417E-03      1.70101E+02      8.65729E+00
  153      3.37525E-03      1.69266E+02      1.12395E+01
  154      3.53857E-03      1.71204E+02      9.43384E+00
  155      2.44978E-03      1.66672E+02      1.50940E+01
  156      2.06870E-03      1.65389E+02      1.25886E+01
  157      1.63319E-03      1.68606E+02      1.49774E+01
  158      1.90538E-03      1.65751E+02      1.01296E+01
  159      1.79650E-03      1.68632E+02      1.45644E+01
  160      2.23202E-03      1.68296E+02      1.32848E+01
  161      1.57875E-03      1.66937E+02      1.57282E+01
  162      2.34090E-03      1.62261E+02      1.81279E+01
  163      9.79912E-04      1.66889E+02      1.09496E+01
  164      1.63319E-03      1.60146E+02      8.08126E+00
  165      1.41543E-03      1.59681E+02      5.56182E+00
  166      1.52431E-03      1.59665E+02      9.73451E+00
  167      1.41543E-03      1.66747E+02      1.22041E+01
  168      1.36099E-03      1.64999E+02      1.70932E+01
  169      2.01426E-03      1.59953E+02      7.15907E+00
  170      2.50422E-03      1.57778E+02      1.68080E+01
  171      1.46987E-03      1.60415E+02      1.82658E+01
  172      1.52431E-03      1.53052E+02      1.79243E+01
  173      2.12314E-03      1.55124E+02      1.43684E+01
  174      1.41543E-03      1.56460E+02      1.06694E+01
  175      9.79912E-04      1.53858E+02      1.48950E+01
  176      8.71033E-04      1.54179E+02      1.72893E+01
  177      7.07714E-04      1.48536E+02      1.03060E+01
  178      7.62154E-04      1.52951E+02      9.24247E+00
  179      2.72198E-04      1.52547E+02      1.00370E+01
  180      3.26637E-04      1.48978E+02      9.80754E+00
  181      1.63319E-04      1.50857E+02      1.00000E+01
  182      1.08879E-04      1.51111E+02      1.00000E+01
