# Source                  : 4D Langevin model
# Author                  : K. Fujio et al.
# Institute               : Tokyo Institute of Technology
# Reference               : In preparation (Accepted in J. Nucl. Sci. Technol)
# doi                     : https://doi.org/10.48550/arXiv.2309.12653
# Description             : Y(A, TKE, dTKE) by superposing ST1 and ST2 modes.
# License                 : CC BY-SA-4.0
# Compound                : 94-Pu-240
# Excitation Energy (MeV) : 10.0 MeV
#  A        Yield            Mean TKE         dTKE
   120      4.60562E-03      1.60538E+02      1.29267E+01
   121      4.81731E-03      1.61699E+02      1.34710E+01
   122      4.68982E-03      1.61658E+02      1.34114E+01
   123      5.68157E-03      1.63931E+02      1.38205E+01
   124      5.86031E-03      1.64194E+02      1.47956E+01
   125      6.34892E-03      1.68025E+02      1.52776E+01
   126      7.93348E-03      1.70364E+02      1.55470E+01
   127      9.72348E-03      1.72660E+02      1.54215E+01
   128      1.28976E-02      1.76065E+02      1.58600E+01
   129      1.59947E-02      1.79768E+02      1.60288E+01
   130      2.32424E-02      1.83167E+02      1.49628E+01
   131      3.11151E-02      1.84757E+02      1.43166E+01
   132      3.93958E-02      1.85791E+02      1.38705E+01
   133      5.07722E-02      1.86295E+02      1.30140E+01
   134      5.70042E-02      1.85791E+02      1.29315E+01
   135      6.02679E-02      1.84632E+02      1.28506E+01
   136      6.32334E-02      1.83043E+02      1.26535E+01
   137      6.03153E-02      1.81313E+02      1.23671E+01
   138      5.77340E-02      1.79191E+02      1.18626E+01
   139      5.62922E-02      1.77835E+02      1.16213E+01
   140      5.62308E-02      1.76304E+02      1.13262E+01
   141      5.19474E-02      1.75309E+02      1.12838E+01
   142      4.78288E-02      1.73810E+02      1.07019E+01
   143      4.42696E-02      1.72812E+02      1.08659E+01
   144      3.97911E-02      1.71860E+02      1.09093E+01
   145      3.43534E-02      1.70790E+02      1.11428E+01
   146      2.81930E-02      1.69905E+02      1.09578E+01
   147      2.41773E-02      1.68794E+02      1.10415E+01
   148      1.99070E-02      1.67916E+02      1.13662E+01
   149      1.64519E-02      1.67340E+02      1.11251E+01
   150      1.30126E-02      1.65687E+02      1.12663E+01
   151      1.02409E-02      1.64664E+02      1.18547E+01
   152      8.51650E-03      1.63634E+02      1.15457E+01
   153      6.81434E-03      1.61749E+02      1.14083E+01
   154      5.51942E-03      1.61086E+02      1.15362E+01
   155      3.92316E-03      1.60448E+02      1.29371E+01
   156      3.28945E-03      1.59627E+02      1.17516E+01
   157      2.37360E-03      1.57705E+02      1.10171E+01
   158      1.96363E-03      1.54758E+02      1.16873E+01
   159      1.56740E-03      1.53046E+02      1.16832E+01
   160      1.03096E-03      1.52680E+02      1.13406E+01
   161      8.75626E-04      1.52096E+02      1.09340E+01
   162      5.49851E-04      1.49316E+02      1.27060E+01
   163      4.36790E-04      1.49419E+02      1.11725E+01
   164      2.53620E-04      1.52556E+02      1.20242E+01
   165      2.81800E-04      1.54300E+02      1.00305E+01
   166      1.26810E-04      1.43556E+02      8.49982E+00
   167      1.12720E-04      1.36750E+02      9.31061E+00
   168      7.04500E-05      1.41800E+02      1.27342E+01
   169      7.04500E-05      1.42600E+02      4.67333E+00
   170      7.04500E-05      1.42400E+02      1.21425E+01
   171      2.81800E-05      1.24500E+02      1.50000E+00
   173      5.63600E-05      1.37250E+02      5.01871E+00
