# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 116-Lv-294
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  147      4.78548E-02      2.71235E+02      2.02272E+01
  148      4.57921E-02      2.78921E+02      1.59041E+01
  149      4.90924E-02      2.77766E+02      1.50868E+01
  150      5.61056E-02      2.76158E+02      1.56784E+01
  151      3.83663E-02      2.76305E+02      2.29297E+01
  152      3.54785E-02      2.75727E+02      2.69253E+01
  153      3.63036E-02      2.78289E+02      1.75442E+01
  154      3.96040E-02      2.77337E+02      1.48241E+01
  155      3.05281E-02      2.72063E+02      2.77542E+01
  156      2.97030E-02      2.76462E+02      1.91331E+01
  157      2.47525E-02      2.73745E+02      2.33059E+01
  158      1.65017E-02      2.67314E+02      2.08977E+01
  159      1.44389E-02      2.66231E+02      2.59987E+01
  160      1.03135E-02      2.67986E+02      1.45663E+01
  161      7.42574E-03      2.64725E+02      1.92630E+01
  162      8.25083E-03      2.57591E+02      1.83610E+01
  163      4.12541E-03      2.51785E+02      2.28905E+01
  164      3.71287E-03      2.55164E+02      2.33505E+01
  165      3.71287E-03      2.45854E+02      1.51494E+01
  166      4.95050E-03      2.49221E+02      1.73616E+01
  167      3.71287E-03      2.52767E+02      1.97688E+01
  168      3.30033E-03      2.50991E+02      1.85091E+01
  169      2.47525E-03      2.49356E+02      2.40199E+01
  170      4.95050E-03      2.31283E+02      1.37567E+01
  171      5.36304E-03      2.51238E+02      2.28805E+01
  172      4.12541E-03      2.40802E+02      1.54218E+01
  173      5.36304E-03      2.39153E+02      2.07416E+01
  174      8.25083E-03      2.38929E+02      1.60840E+01
  175      5.77558E-03      2.40760E+02      1.58302E+01
  176      4.95050E-03      2.37149E+02      1.37960E+01
  177      5.77558E-03      2.38529E+02      2.18521E+01
  178      6.60066E-03      2.42955E+02      2.60956E+01
  179      6.18812E-03      2.33198E+02      1.58784E+01
  180      4.95050E-03      2.28583E+02      1.27555E+01
  181      4.53795E-03      2.45416E+02      2.18050E+01
  182      3.30033E-03      2.56856E+02      1.26591E+01
  183      4.12541E-03      2.45581E+02      1.87168E+01
  184      4.12541E-03      2.57642E+02      1.40047E+01
  185      4.95050E-03      2.52131E+02      1.61999E+01
  186      3.71287E-03      2.56506E+02      1.82314E+01
  187      4.95050E-03      2.49466E+02      1.24165E+01
  188      4.95050E-03      2.53275E+02      1.76869E+01
  189      4.53795E-03      2.46777E+02      1.48719E+01
  190      4.95050E-03      2.51239E+02      2.09906E+01
  191      4.53795E-03      2.55254E+02      1.14086E+01
  192      2.88779E-03      2.44081E+02      9.64164E+00
  193      5.77558E-03      2.48735E+02      1.98392E+01
  194      7.42574E-03      2.54567E+02      1.95999E+01
  195      6.60066E-03      2.54934E+02      1.03311E+01
  196      1.07261E-02      2.57725E+02      1.49233E+01
  197      8.25083E-03      2.47528E+02      1.33322E+01
  198      9.48845E-03      2.54226E+02      1.38276E+01
  199      1.11386E-02      2.45644E+02      1.32667E+01
  200      1.65017E-02      2.48874E+02      1.46228E+01
  201      1.85644E-02      2.48291E+02      1.43670E+01
  202      2.47525E-02      2.52955E+02      2.77512E+01
  203      2.31023E-02      2.45620E+02      2.35474E+01
  204      3.21782E-02      2.42385E+02      2.08984E+01
  205      3.09406E-02      2.38137E+02      2.67291E+01
  206      2.26898E-02      2.36837E+02      1.44111E+01
  207      2.72277E-02      2.34754E+02      1.67034E+01
  208      3.05281E-02      2.36969E+02      2.72402E+01
  209      2.51650E-02      2.27759E+02      1.57303E+01
  210      1.48515E-02      2.25527E+02      1.46050E+01
  211      1.27888E-02      2.24738E+02      1.43613E+01
  212      1.19637E-02      2.17979E+02      1.53091E+01
  213      9.07591E-03      2.20402E+02      2.96292E+01
  214      5.77558E-03      2.10513E+02      1.67680E+01
  215      2.47525E-03      2.12890E+02      9.96506E+00
  216      8.25083E-04      2.09386E+02      1.00000E+01
  219      4.12541E-04      2.05426E+02      1.00000E+01
  220      4.12541E-04      2.05286E+02      1.00000E+01
