# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 106-Sg-272
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  136      1.83700E-01      2.54387E+02      8.77624E+00
  137      1.78913E-01      2.54126E+02      8.78148E+00
  138      1.83182E-01      2.54088E+02      8.88066E+00
  139      1.54592E-01      2.54179E+02      8.96972E+00
  140      9.09444E-02      2.52869E+02      9.28457E+00
  141      5.10996E-02      2.50922E+02      9.91538E+00
  142      3.42820E-02      2.52272E+02      1.06938E+01
  143      2.27684E-02      2.47473E+02      1.91081E+01
  144      1.61708E-02      2.38774E+02      2.86505E+01
  145      9.57309E-03      2.32473E+02      1.92754E+01
  146      6.33894E-03      2.20281E+02      1.74807E+01
  147      5.56274E-03      2.17624E+02      2.71902E+01
  148      4.01035E-03      2.15540E+02      1.32213E+01
  149      5.30401E-03      2.11489E+02      1.60216E+01
  150      4.65718E-03      2.10516E+02      1.36237E+01
  151      4.26908E-03      2.07952E+02      1.66701E+01
  152      3.88098E-03      2.12063E+02      1.14132E+01
  153      3.23415E-03      2.08670E+02      1.52621E+01
  154      4.01035E-03      2.05558E+02      1.93782E+01
  155      3.62225E-03      2.08918E+02      1.05672E+01
  156      3.75162E-03      2.13021E+02      1.71548E+01
  157      3.49288E-03      2.08229E+02      1.39425E+01
  158      3.49288E-03      2.07091E+02      1.41393E+01
  159      2.32859E-03      2.07221E+02      9.55693E+00
  160      2.71669E-03      2.01511E+02      2.12822E+01
  161      2.32859E-03      2.04206E+02      1.60957E+01
  162      1.29366E-03      2.04169E+02      1.64118E+01
  163      1.68176E-03      2.07327E+02      2.61342E+01
  164      1.29366E-03      2.06505E+02      1.02950E+01
  165      6.46831E-04      2.03947E+02      1.85826E+01
  166      9.05563E-04      2.02982E+02      7.73853E+00
  167      3.88098E-04      2.06885E+02      1.00000E+01
  168      5.17464E-04      2.07167E+02      1.00000E+01
  169      6.46831E-04      2.12663E+02      1.50088E+01
  170      1.03493E-03      2.05024E+02      7.82158E+00
  171      5.17464E-04      2.07678E+02      1.00000E+01
  172      1.29366E-04      2.07689E+02      1.00000E+01
  173      2.58732E-04      2.07602E+02      1.00000E+01
  175      3.88098E-04      2.07101E+02      1.00000E+01
  176      6.46831E-04      1.90471E+02      6.48282E+00
  177      2.58732E-04      2.06136E+02      1.00000E+01
  178      1.29366E-04      2.05478E+02      1.00000E+01
  196      1.29366E-04      1.83448E+02      1.00000E+01
  197      1.29366E-04      1.82350E+02      1.00000E+01
  201      1.29366E-04      1.78297E+02      1.00000E+01
  204      1.29366E-04      1.74949E+02      1.00000E+01
  208      1.29366E-04      1.67660E+02      1.00000E+01
  210      2.58732E-04      1.61375E+02      1.00000E+01
  213      1.29366E-04      1.46006E+02      1.00000E+01
