# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 106-Sg-276
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  138      1.97009E-01      2.50904E+02      8.18341E+00
  139      1.93270E-01      2.51660E+02      8.47051E+00
  140      1.84980E-01      2.51236E+02      8.67147E+00
  141      1.61248E-01      2.51371E+02      8.18100E+00
  142      8.43628E-02      2.50718E+02      9.37327E+00
  143      4.87646E-02      2.50328E+02      9.75861E+00
  144      2.81209E-02      2.48635E+02      1.26182E+01
  145      1.34915E-02      2.47107E+02      3.13608E+01
  146      1.41417E-02      2.38115E+02      2.05740E+01
  147      6.66450E-03      2.30508E+02      1.97897E+01
  148      3.25098E-03      2.12080E+02      1.40402E+01
  149      2.76333E-03      2.18094E+02      1.51982E+01
  150      2.60078E-03      2.18404E+02      1.74600E+01
  151      3.25098E-03      2.09319E+02      1.18974E+01
  152      2.60078E-03      2.15073E+02      1.11784E+01
  153      3.41352E-03      2.08709E+02      1.21018E+01
  154      1.95059E-03      2.11788E+02      1.25844E+01
  155      2.92588E-03      2.01643E+02      1.10057E+01
  156      1.30039E-03      2.11754E+02      1.00039E+01
  157      2.92588E-03      2.09083E+02      9.25212E+00
  158      1.30039E-03      2.03938E+02      7.24215E+00
  159      1.78804E-03      2.09307E+02      8.18676E+00
  160      2.27568E-03      2.07213E+02      1.18673E+01
  161      3.08843E-03      2.03272E+02      1.09483E+01
  162      2.11313E-03      2.06988E+02      1.06616E+01
  163      3.08843E-03      2.03776E+02      1.08821E+01
  164      1.62549E-03      2.06156E+02      9.50568E+00
  165      1.30039E-03      2.01860E+02      1.09389E+01
  166      9.75293E-04      2.13735E+02      1.38737E+01
  167      1.95059E-03      2.05291E+02      7.70497E+00
  168      1.78804E-03      2.01405E+02      1.02026E+01
  169      9.75293E-04      2.00689E+02      7.96846E+00
  170      8.12744E-04      2.04910E+02      1.75795E+01
  171      8.12744E-04      2.03309E+02      1.29555E+01
  172      3.25098E-04      1.99274E+02      1.00000E+01
  173      4.87646E-04      1.99142E+02      1.00000E+01
  174      6.50195E-04      1.99046E+02      1.00000E+01
  175      3.25098E-04      1.98981E+02      1.00000E+01
  176      6.50195E-04      1.98943E+02      1.00000E+01
  177      1.62549E-04      1.98928E+02      1.00000E+01
  178      3.25098E-04      1.98930E+02      1.00000E+01
  179      3.25098E-04      1.98947E+02      1.00000E+01
  180      1.62549E-04      1.98973E+02      1.00000E+01
  181      1.62549E-04      1.99004E+02      1.00000E+01
  182      3.25098E-04      1.99034E+02      1.00000E+01
  183      3.25098E-04      1.99060E+02      1.00000E+01
  185      1.62549E-04      1.99074E+02      1.00000E+01
  190      3.25098E-04      1.98618E+02      1.00000E+01
  192      3.25098E-04      1.98086E+02      1.00000E+01
  194      6.50195E-04      1.97247E+02      1.00000E+01
  195      6.50195E-04      1.96684E+02      1.00000E+01
  196      3.25098E-04      1.96010E+02      1.00000E+01
  197      6.50195E-04      1.95211E+02      1.00000E+01
  198      8.12744E-04      1.88492E+02      5.93110E+00
  199      6.50195E-04      1.93174E+02      1.00000E+01
  200      9.75293E-04      1.93755E+02      1.50928E+01
  201      1.13784E-03      1.90345E+02      1.06718E+01
  202      6.50195E-04      1.88761E+02      1.00000E+01
  203      1.46294E-03      1.84663E+02      7.29996E+00
  204      1.30039E-03      1.87733E+02      9.81955E+00
  205      6.50195E-04      1.82211E+02      1.00000E+01
  206      4.87646E-04      1.79435E+02      1.00000E+01
  207      4.87646E-04      1.76314E+02      1.00000E+01
  208      4.87646E-04      1.72817E+02      1.00000E+01
  209      3.25098E-04      1.68907E+02      1.00000E+01
  210      1.62549E-04      1.64549E+02      1.00000E+01
  212      1.62549E-04      1.54322E+02      1.00000E+01
