# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 110-Ds-282
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  141      1.54505E-01      2.63216E+02      9.02209E+00
  142      1.50364E-01      2.63430E+02      9.52051E+00
  143      1.50650E-01      2.62698E+02      1.03248E+01
  144      1.45223E-01      2.63361E+02      9.29884E+00
  145      9.42453E-02      2.61987E+02      9.53138E+00
  146      6.49722E-02      2.61884E+02      9.18572E+00
  147      4.19820E-02      2.61949E+02      1.03688E+01
  148      3.01299E-02      2.58827E+02      1.51379E+01
  149      2.32757E-02      2.60921E+02      1.36044E+01
  150      1.18521E-02      2.52352E+02      1.82083E+01
  151      6.56861E-03      2.47406E+02      3.11596E+01
  152      4.28388E-03      2.43089E+02      2.01081E+01
  153      3.85549E-03      2.38562E+02      1.91989E+01
  154      3.56990E-03      2.35161E+02      2.04252E+01
  155      2.14194E-03      2.37993E+02      1.93049E+01
  156      1.99914E-03      2.29045E+02      1.76553E+01
  157      2.71312E-03      2.22278E+02      1.36294E+01
  158      2.85592E-03      2.28208E+02      1.43619E+01
  159      1.28516E-03      2.25603E+02      1.53833E+01
  160      3.14151E-03      2.29290E+02      1.05909E+01
  161      2.57033E-03      2.17855E+02      1.02093E+01
  162      3.14151E-03      2.19044E+02      1.65312E+01
  163      2.57033E-03      2.17788E+02      1.13386E+01
  164      1.85635E-03      2.13964E+02      1.08558E+01
  165      1.85635E-03      2.16917E+02      1.28408E+01
  166      2.57033E-03      2.16645E+02      2.11732E+01
  167      2.14194E-03      2.14654E+02      1.14366E+01
  168      2.85592E-03      2.17457E+02      9.94341E+00
  169      1.85635E-03      2.13228E+02      1.22658E+01
  170      2.14194E-03      2.11547E+02      8.05740E+00
  171      1.14237E-03      2.07002E+02      1.65648E+01
  172      1.71355E-03      2.14227E+02      1.00936E+01
  173      1.57076E-03      2.09300E+02      9.35441E+00
  174      8.56776E-04      2.09641E+02      1.02268E+01
  175      8.56776E-04      2.17058E+02      1.47669E+01
  176      5.71184E-04      2.09715E+02      1.00000E+01
  177      5.71184E-04      2.10208E+02      1.00000E+01
  178      5.71184E-04      2.10810E+02      1.00000E+01
  179      7.13980E-04      2.07961E+02      8.57010E+00
  180      2.85592E-04      2.12276E+02      1.00000E+01
  181      2.85592E-04      2.13103E+02      1.00000E+01
  182      5.71184E-04      2.13966E+02      1.00000E+01
  184      4.28388E-04      2.15719E+02      1.00000E+01
  185      1.42796E-04      2.16567E+02      1.00000E+01
  186      2.85592E-04      2.17368E+02      1.00000E+01
  189      1.42796E-04      2.19275E+02      1.00000E+01
  190      2.85592E-04      2.19678E+02      1.00000E+01
  191      4.28388E-04      2.19935E+02      1.00000E+01
  192      1.42796E-04      2.20028E+02      1.00000E+01
  193      4.28388E-04      2.19942E+02      1.00000E+01
  194      4.28388E-04      2.19664E+02      1.00000E+01
  195      7.13980E-04      2.24041E+02      2.16699E+01
  196      7.13980E-04      2.19611E+02      1.98386E+01
  197      1.42796E-03      2.14971E+02      8.85948E+00
  198      3.14151E-03      2.05515E+02      2.66322E+01
  199      3.14151E-03      2.13323E+02      1.08303E+01
  200      3.14151E-03      2.09071E+02      1.18790E+01
  201      5.28345E-03      2.14892E+02      2.58530E+01
  202      6.28302E-03      2.05542E+02      1.73295E+01
  203      3.85549E-03      2.04233E+02      1.27791E+01
  204      7.85378E-03      2.00790E+02      1.28342E+01
  205      7.99657E-03      1.99483E+02      2.03253E+01
  206      7.28259E-03      2.02970E+02      1.72796E+01
  207      4.14108E-03      1.97187E+02      1.20171E+01
  208      2.99871E-03      1.93527E+02      1.27605E+01
  209      2.57033E-03      1.92709E+02      1.33096E+01
  210      1.99914E-03      1.97701E+02      1.27305E+01
  211      9.99572E-04      1.92429E+02      1.49504E+01
  212      4.28388E-04      1.88632E+02      1.00000E+01
  213      2.85592E-04      1.87614E+02      1.00000E+01
  216      1.42796E-04      1.88402E+02      1.00000E+01
