# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 100-Fm-250
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  125      2.39521E-03      1.86849E+02      2.44473E+01
  126      7.18563E-04      1.93950E+02      1.00000E+01
  127      1.43713E-03      2.14316E+02      2.07872E+01
  128      1.91617E-03      1.97525E+02      2.76096E+01
  129      1.67665E-03      1.96491E+02      1.90286E+01
  130      3.83234E-03      2.00823E+02      1.49787E+01
  131      4.79042E-03      2.06479E+02      1.61417E+01
  132      9.82036E-03      2.06397E+02      1.40270E+01
  133      1.94012E-02      2.04677E+02      1.34073E+01
  134      2.58683E-02      2.07141E+02      1.49257E+01
  135      4.21557E-02      2.05229E+02      1.06595E+01
  136      4.76647E-02      2.03995E+02      1.00212E+01
  137      1.00359E-01      2.04091E+02      9.32726E+00
  138      1.14491E-01      2.02481E+02      9.10480E+00
  139      9.91617E-02      2.02673E+02      8.84367E+00
  140      9.72455E-02      2.02247E+02      8.86407E+00
  141      9.10180E-02      2.00881E+02      8.85999E+00
  142      8.33533E-02      2.00211E+02      9.15387E+00
  143      7.11377E-02      1.99796E+02      8.55608E+00
  144      4.21557E-02      1.99523E+02      9.46702E+00
  145      3.06587E-02      1.99635E+02      1.16987E+01
  146      2.25150E-02      1.99979E+02      1.21431E+01
  147      1.67665E-02      1.98990E+02      1.12688E+01
  148      1.24551E-02      2.00128E+02      1.38373E+01
  149      5.02994E-03      1.99083E+02      8.68258E+00
  150      8.62275E-03      1.99452E+02      9.56612E+00
  151      5.98802E-03      1.88415E+02      1.86664E+01
  152      6.94611E-03      1.98648E+02      1.87636E+01
  153      5.74850E-03      1.96860E+02      2.03539E+01
  154      4.31138E-03      1.94900E+02      7.74299E+00
  155      2.39521E-03      1.90392E+02      8.66564E+00
  156      2.63473E-03      1.98174E+02      1.38207E+01
  157      4.07186E-03      1.87829E+02      7.46059E+00
  158      2.39521E-03      1.90352E+02      1.27220E+01
  159      1.43713E-03      1.88474E+02      1.21904E+01
  160      2.39521E-03      1.99550E+02      1.33923E+01
  161      1.43713E-03      1.87569E+02      6.84790E+00
  162      1.43713E-03      1.80462E+02      8.45279E+00
  163      7.18563E-04      1.78207E+02      1.00000E+01
  164      4.79042E-04      1.75132E+02      1.00000E+01
  165      2.39521E-04      1.71937E+02      1.00000E+01
  167      2.39521E-04      1.65483E+02      1.00000E+01
  169      2.39521E-04      1.59611E+02      1.00000E+01
  174      2.39521E-04      1.55538E+02      1.00000E+01
