# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 112-Cn-274
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  137      7.27366E-02      2.64720E+02      1.56153E+01
  138      7.51029E-02      2.65051E+02      1.45724E+01
  139      8.05041E-02      2.64930E+02      1.50164E+01
  140      8.43107E-02      2.64277E+02      1.45369E+01
  141      7.66975E-02      2.63319E+02      1.42853E+01
  142      6.94959E-02      2.62123E+02      1.47385E+01
  143      6.47634E-02      2.61179E+02      1.48654E+01
  144      6.04424E-02      2.60368E+02      1.49715E+01
  145      5.52984E-02      2.59472E+02      1.62926E+01
  146      4.70165E-02      2.56966E+02      1.53325E+01
  147      3.94033E-02      2.54128E+02      1.63289E+01
  148      3.10700E-02      2.53023E+02      1.62410E+01
  149      2.46914E-02      2.49745E+02      1.72994E+01
  150      2.26852E-02      2.49420E+02      1.74345E+01
  151      2.19650E-02      2.42624E+02      1.82024E+01
  152      1.77469E-02      2.44053E+02      1.95891E+01
  153      1.33745E-02      2.39822E+02      1.95034E+01
  154      1.37346E-02      2.40531E+02      1.96009E+01
  155      1.45062E-02      2.39412E+02      1.78246E+01
  156      1.45062E-02      2.35969E+02      1.53396E+01
  157      1.32202E-02      2.32933E+02      1.91666E+01
  158      1.14712E-02      2.34850E+02      1.57188E+01
  159      1.18827E-02      2.30357E+02      1.53512E+01
  160      1.09053E-02      2.30364E+02      1.73444E+01
  161      9.10494E-03      2.29299E+02      1.74947E+01
  162      8.69342E-03      2.29703E+02      1.31428E+01
  163      5.40123E-03      2.30082E+02      2.17151E+01
  164      4.42387E-03      2.29005E+02      2.63517E+01
  165      3.75514E-03      2.28566E+02      1.41009E+01
  166      4.21811E-03      2.28870E+02      2.79754E+01
  167      2.72634E-03      2.26839E+02      1.38665E+01
  168      2.36626E-03      2.27111E+02      2.65315E+01
  169      1.69753E-03      2.34269E+02      2.02415E+01
  170      1.95473E-03      2.29389E+02      1.37062E+01
  171      1.28601E-03      2.25415E+02      1.82357E+01
  172      9.25926E-04      2.25243E+02      1.42811E+01
  173      8.74486E-04      2.24087E+02      1.41295E+01
  174      7.71605E-04      2.31336E+02      1.29266E+01
  175      6.68724E-04      2.33871E+02      1.63706E+01
  176      3.60082E-04      2.24108E+02      8.27177E+00
  177      1.54321E-04      2.22085E+02      1.00000E+01
  178      2.05761E-04      2.21194E+02      1.00000E+01
  179      1.54321E-04      2.20287E+02      1.00000E+01
  180      2.05761E-04      2.19372E+02      1.00000E+01
  181      1.02881E-04      2.18457E+02      1.00000E+01
  182      5.14403E-05      2.17554E+02      1.00000E+01
  183      2.57202E-04      2.28035E+02      1.89972E+01
  184      5.14403E-05      2.15822E+02      1.00000E+01
  185      5.14403E-05      2.15017E+02      1.00000E+01
  187      1.02881E-04      2.13580E+02      1.00000E+01
  188      1.02881E-04      2.12969E+02      1.00000E+01
  189      1.02881E-04      2.12441E+02      1.00000E+01
  193      5.14403E-05      2.11261E+02      1.00000E+01
  199      5.14403E-05      2.11800E+02      1.00000E+01
  200      5.14403E-05      2.11928E+02      1.00000E+01
  201      5.14403E-05      2.11970E+02      1.00000E+01
  202      5.14403E-05      2.11872E+02      1.00000E+01
  203      5.14403E-05      2.11571E+02      1.00000E+01
  204      2.57202E-04      2.08764E+02      1.66128E+01
  205      2.57202E-04      2.07045E+02      1.53248E+01
  206      1.02881E-04      2.08662E+02      1.00000E+01
  207      2.05761E-04      2.06704E+02      1.00000E+01
  208      1.54321E-04      2.04060E+02      1.00000E+01
  209      1.54321E-04      2.00594E+02      1.00000E+01
  210      1.54321E-04      1.96155E+02      1.00000E+01
  211      5.14403E-05      1.90575E+02      1.00000E+01
  213      5.14403E-05      1.75237E+02      1.00000E+01
