# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 92-U-260
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  130      1.27772E-01      1.98762E+02      6.99877E+00
  131      1.27772E-01      1.98393E+02      6.70596E+00
  132      1.34038E-01      1.98318E+02      6.88658E+00
  133      1.10898E-01      1.97719E+02      6.92789E+00
  134      8.37335E-02      1.97283E+02      7.20363E+00
  135      5.49229E-02      1.96533E+02      8.74932E+00
  136      4.83377E-02      1.91229E+02      1.78056E+01
  137      4.01061E-02      1.84632E+02      1.83490E+01
  138      3.57616E-02      1.76070E+02      1.45035E+01
  139      2.70270E-02      1.71646E+02      8.09865E+00
  140      2.42374E-02      1.70830E+02      7.63602E+00
  141      1.92528E-02      1.70631E+02      8.09588E+00
  142      1.61430E-02      1.70271E+02      8.39026E+00
  143      1.43595E-02      1.70735E+02      8.19612E+00
  144      1.20273E-02      1.69135E+02      8.66336E+00
  145      1.07011E-02      1.67514E+02      7.18992E+00
  146      9.14620E-03      1.66518E+02      8.21281E+00
  147      7.40842E-03      1.67464E+02      7.98680E+00
  148      8.00293E-03      1.64903E+02      7.39795E+00
  149      6.40234E-03      1.65901E+02      8.30828E+00
  150      6.40234E-03      1.65083E+02      7.67959E+00
  151      5.80784E-03      1.61427E+02      8.35900E+00
  152      5.85357E-03      1.61536E+02      9.02193E+00
  153      5.67065E-03      1.63039E+02      8.70517E+00
  154      5.12187E-03      1.59053E+02      8.64447E+00
  155      3.97860E-03      1.60215E+02      1.33090E+01
  156      3.97860E-03      1.60792E+02      1.16874E+01
  157      3.38409E-03      1.59594E+02      1.09428E+01
  158      3.29263E-03      1.57880E+02      1.30778E+01
  159      2.42374E-03      1.60300E+02      1.83227E+01
  160      3.15544E-03      1.56892E+02      1.10474E+01
  161      3.01825E-03      1.54568E+02      1.54728E+01
  162      3.24690E-03      1.57704E+02      9.24010E+00
  163      2.14936E-03      1.57417E+02      1.31968E+01
  164      2.69813E-03      1.54385E+02      9.40759E+00
  165      2.24082E-03      1.54512E+02      1.55258E+01
  166      2.33228E-03      1.55898E+02      1.19471E+01
  167      2.37801E-03      1.53745E+02      1.19864E+01
  168      2.51521E-03      1.54506E+02      9.54568E+00
  169      2.14936E-03      1.51883E+02      1.25263E+01
  170      1.73778E-03      1.50723E+02      1.46107E+01
  171      1.41766E-03      1.50101E+02      9.76294E+00
  172      1.46339E-03      1.51657E+02      7.41294E+00
  173      1.55485E-03      1.51661E+02      1.24743E+01
  174      1.32620E-03      1.45718E+02      1.21264E+01
  175      8.68889E-04      1.48391E+02      1.85142E+01
  176      5.94503E-04      1.44360E+02      7.89994E+00
  177      2.74386E-04      1.45096E+02      5.58127E+00
  178      3.20117E-04      1.49037E+02      1.13897E+01
  179      3.65848E-04      1.52954E+02      7.56632E+00
  180      2.28655E-04      1.35018E+02      7.75141E+00
