# Source                  : 4D Langevin model
# Author                  : C. Ishizuka at al.
# Institute               : Tokyo Institute of Technology
# Reference               : Phys.Rev.C.96.064616 (2017)
# doi                     : http://dx.doi.org/10.1103/PhysRevC.96.064616
# Description             : Y(A, TKE, dTKE) by Gaussian fitting.
# License                 : CC BY-SA-4.0
# Compound                : 98-Cf-262
# Excitation Energy (MeV) : 10.0 MeV
#  A       Yield            Mean TKE         dTKE
  131      1.98524E-01      2.27401E+02      6.91185E+00
  132      1.79481E-01      2.26907E+02      6.58187E+00
  133      1.83052E-01      2.27609E+02      7.17599E+00
  134      1.52821E-01      2.26362E+02      7.26306E+00
  135      7.83147E-02      2.25368E+02      6.27875E+00
  136      4.80838E-02      2.25588E+02      8.08344E+00
  137      2.90407E-02      2.21726E+02      9.54155E+00
  138      2.80886E-02      2.13188E+02      1.78705E+01
  139      2.23756E-02      2.02342E+02      1.61903E+01
  140      1.23780E-02      1.97210E+02      2.64343E+01
  141      9.99762E-03      1.93058E+02      1.39961E+01
  142      6.42704E-03      1.93649E+02      2.01362E+01
  143      7.37920E-03      1.92021E+02      9.49876E+00
  144      7.14116E-03      1.93932E+02      1.44850E+01
  145      6.18900E-03      1.87454E+02      5.38000E+00
  146      4.99881E-03      1.87696E+02      9.92699E+00
  147      3.57058E-03      1.91097E+02      1.38057E+01
  148      1.90431E-03      1.85916E+02      1.04841E+01
  149      3.09450E-03      1.86055E+02      8.02626E+00
  150      2.38039E-03      1.85553E+02      6.41082E+00
  151      1.66627E-03      1.82730E+02      1.87502E+01
  152      7.14116E-04      1.84429E+02      1.00000E+01
  153      2.14235E-03      1.90962E+02      6.27425E+00
  154      7.14116E-04      1.85167E+02      1.00000E+01
  155      9.52154E-04      1.85530E+02      1.00000E+01
  156      9.52154E-04      1.85822E+02      1.00000E+01
  157      7.14116E-04      1.86003E+02      1.00000E+01
  159      4.76077E-04      1.85904E+02      1.00000E+01
  160      7.14116E-04      1.85581E+02      1.00000E+01
  161      7.14116E-04      1.85060E+02      1.00000E+01
  162      2.38039E-04      1.84341E+02      1.00000E+01
  164      2.38039E-04      1.82347E+02      1.00000E+01
  166      7.14116E-04      1.79749E+02      1.00000E+01
  167      7.14116E-04      1.78298E+02      1.00000E+01
  169      4.76077E-04      1.75271E+02      1.00000E+01
  170      4.76077E-04      1.73774E+02      1.00000E+01
  172      4.76077E-04      1.70991E+02      1.00000E+01
  174      9.52154E-04      1.68669E+02      1.00000E+01
  175      2.38039E-04      1.67711E+02      1.00000E+01
  176      2.38039E-04      1.66879E+02      1.00000E+01
  183      2.38039E-04      1.58517E+02      1.00000E+01
